Year,ANZSCO,Occupation,Skill Level,Automation probability,Employed total ('000)
1993,3991,Boat Builders and Shipwrights,3,76,2.815359093
1993,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",3,60.3,8.03262357
1993,3993,"Gallery, Library and Museum Technicians",2,90.7,1.0084806
1993,3994,Jewellers,3,95,4.021662685
1993,3995,Performing Arts Technicians,3,49.6,6.26206555
1993,3996,Signwriters,3,93.3,6.029371668
1993,3999,Other Miscellaneous Technicians and Trades Workers,3,46.6,4.98660719
1993,4111,Ambulance Officers and Paramedics,2,49.4,6.024224945
1993,4112,"Dental Hygienists, Technicians and Therapists",2,67,4.028824715
1993,4113,Diversional Therapists,3,9.1,1.675276745
1993,4114,Enrolled and Mothercraft Nurses,2,5.8,34.53140869
1993,4116,Massage Therapists,2,27.2,1.454054508
1993,4117,Welfare Support Workers,2,12.7,20.91192353
1993,4211,Child Carers,4,8.4,43.57899739
1993,4221,Education Aides,4,56,21.86986195
1993,4231,Aged and Disabled Carers,4,55,26.37573651
1993,4233,Nursing Support and Personal Care Workers,4,47.4,40.27382499
1993,4234,Special Care Workers,4,9.3,0.766203295
1993,4311,Bar Attendants and Baristas,4,77,52.60183844
1993,4312,Cafe Workers,5,92.9,13.15658014
1993,4313,Gaming Workers,4,76.9,3.906186505
1993,4314,Hotel Service Managers,3,94,6.19038184
1993,4315,Waiters,4,93.6,60.03858541
1993,4319,Other Hospitality Workers,5,66.2,2.538350235
1993,4412,Fire and Emergency Workers,3,19,9.517263558
1993,4413,Police,2,10.4,37.51035768
1993,4421,Prison Officers,4,54.6,8.039173515
1993,4422,Security Officers and Guards,5,83.1,27.39361215
1993,4511,Beauty Therapists,4,35.1,6.694361898
1993,4512,Driving Instructors,3,13,2.694886195
1993,4513,Funeral Workers,2,39,1.904020205
1993,4514,"Gallery, Museum and Tour Guides",4,61,4.268448593
1993,4515,Personal Care Consultants,4,35.1,1.329702023
1993,4516,Tourism and Travel Advisers,4,45.6,13.78081777
1993,4517,Travel Attendants,3,35.4,6.581868253
1993,4518,Other Personal Service Workers,4,51.8,3.321396238
1993,4521,Fitness Instructors,4,8.3,5.76662693
1993,4522,Outdoor Adventure Guides,4,8.3,0.341577205
1993,4523,"Sports Coaches, Instructors and Officials",3,8.9,11.24730989
1993,4524,Sportspersons,3,40.3,3.49754835
1993,5111,"Contract, Program and Project Administrators",2,34.7,10.97302046
1993,5121,Office Managers,2,1.4,67.79892317
1993,5122,Practice Managers,2,60.2,5.435089838
1993,5211,Personal Assistants,3,85.1,71.62002141
1993,5212,Secretaries,3,95.4,123.9318239
1993,5311,General Clerks,4,96,76.16003579
1993,5321,Keyboard Operators,4,95.1,118.2965882
1993,5411,Call or Contact Centre Workers,3,52.3,16.09442422
1993,5412,Information Officers,4,95.9,34.4957826
1993,5421,Receptionists,4,91.6,144.2432475
1993,5511,Accounting Clerks,4,97.2,113.3070633
1993,5512,Bookkeepers,4,97.7,96.05882741
1993,5513,Payroll Clerks,4,97,19.15804344
1993,5521,Bank Workers,4,97.8,98.09955901
1993,5522,Credit and Loans Officers,4,90.1,3.50563882
1993,5523,"Insurance, Money Market and Statistical Clerks",4,92.6,26.47387886
1993,5611,Betting Clerks,5,76.9,4.061105263
1993,5612,Couriers and Postal Deliverers,5,77.8,32.79597553
1993,5613,Filing and Registry Clerks,5,94.5,17.30905941
1993,5614,Mail Sorters,5,77.2,14.40575151
1993,5615,Survey Interviewers,5,94,9.182487093
1993,5616,Switchboard Operators,5,96.1,11.91658975
1993,5619,Other Clerical and Office Support Workers,5,96.7,23.59527014
1993,5911,Purchasing and Supply Logistics Clerks,4,75.3,80.50981824
1993,5912,Transport and Despatch Clerks,4,83.5,27.46718178
1993,5991,Conveyancers and Legal Executives,2,86.5,4.351180948
1993,5992,Court and Legal Clerks,3,87.5,6.599222545
1993,5993,Debt Collectors,4,95,9.112431345
1993,5994,Human Resource Clerks,4,90,9.770500028
1993,5995,Inspectors and Regulatory Officers,4,42.8,21.58507413
1993,5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",3,96.6,2.878175623
1993,5997,Library Assistants,4,96.3,16.53750842
1993,5999,Other Miscellaneous Clerical and Administrative Workers,4,67.3,9.619561878
1993,6111,"Auctioneers, and Stock and Station Agents",3,34.7,2.783635373
1993,6112,Insurance Agents,3,88.5,9.686575335
1993,6113,Sales Representatives,4,77.9,88.12034415
1993,6121,Real Estate Sales Agents,3,79.5,43.82237104
1993,6211,Sales Assistants (General),5,91.7,351.2265449
1993,6212,ICT Sales Assistants,5,92.3,10.94732765
1993,6213,Motor Vehicle and Vehicle Parts Salespersons,4,92.3,22.03084554
1993,6214,Pharmacy Sales Assistants,5,92.3,22.38821601
1993,6215,Retail Supervisors,4,28,16.99432019
1993,6216,Service Station Attendants,5,75.5,9.667423
1993,6217,Street Vendors and Related Salespersons,5,94,15.167407
1993,6219,Other Sales Assistants and Salespersons,5,96.2,6.75362485
1993,6311,Checkout Operators and Office Cashiers,5,96.9,72.63095311
1993,6391,Models and Sales Demonstrators,5,54.4,10.01958575
1993,6392,Retail and Wool Buyers,3,64.1,3.027640118
1993,6393,Telemarketers,5,99,11.20273762
1993,6394,Ticket Salespersons,5,93.2,12.17471666
1993,6395,Visual Merchandisers,4,28.4,1.857858523
1993,6399,Other Sales Support Workers,5,78.6,0.91222807
1993,7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",4,84.4,6.249156873
1993,7112,Industrial Spraypainters,4,79.6,6.722376035
1993,7113,Paper and Wood Processing Machine Operators,4,80.1,11.02618323
1993,7114,Photographic Developers and Printers,4,67.1,7.782052018
1993,7115,Plastics and Rubber Production Machine Operators,4,87.9,20.18516565
1993,7116,Sewing Machinists,4,89,41.05440276
1993,7117,Textile and Footwear Production Machine Operators,4,71.7,14.44516185
1993,7119,Other Machine Operators,4,75.2,8.65188735
1993,7121,"Crane, Hoist and Lift Operators",4,72,8.502173168
1993,7122,"Drillers, Miners and Shot Firers",4,75,24.60069526
1993,7123,Engineering Production Workers,4,81.8,25.03981533
1993,7129,Other Stationary Plant Operators,4,61.7,18.30155616
1993,7211,"Agricultural, Forestry and Horticultural Plant Operators",4,79,7.619868073
1993,7212,Earthmoving Plant Operators,4,93.2,39.97346746
1993,7213,Forklift Drivers,4,91,30.0799315
1993,7219,Other Mobile Plant Operators,4,82.1,5.889532608
1993,7311,Automobile Drivers,4,78.7,24.94280198
1993,7312,Bus and Coach Drivers,4,82.3,26.83514323
1993,7313,Train and Tram Drivers,4,75.8,9.45603032
1993,7321,Delivery Drivers,4,78.7,31.83123058
1993,7331,Truck Drivers,4,78.4,131.524948
1993,7411,Storepersons,4,76.4,57.85224474
1993,8111,Car Detailers,5,37,14.83496645
1993,8112,Commercial Cleaners,5,65.5,149.6239183
1993,8113,Domestic Cleaners,5,69,26.19135853
1993,8114,Housekeepers,5,70.6,10.34962278
1993,8115,Laundry Workers,5,73.1,17.63775883
1993,8116,Other Cleaners,5,78.5,15.88976682
1993,8211,Building and Plumbing Labourers,5,85.8,31.84875801
1993,8212,Concreters,5,90,25.50817896
1993,8213,Fencers,4,85.6,7.033711863
1993,8214,Insulation and Home Improvement Installers,4,67.3,9.205658485
1993,8215,Paving and Surfacing Labourers,5,87.2,13.39385104
1993,8216,Railway Track Workers,4,87.2,5.755642895
1993,8217,Structural Steel Construction Workers,4,77.7,8.057743985
1993,8219,Other Construction and Mining Labourers,5,56.7,6.965458328
1993,8311,Food and Drink Factory Workers,5,74.2,25.8941239
1993,8312,"Meat Boners and Slicers, and Slaughterers",4,86.4,18.90181461
1993,8313,"Meat, Poultry and Seafood Process Workers",5,85.2,23.87690429
1993,8321,Packers,5,60.1,52.19939486
1993,8322,Product Assemblers,5,95.2,34.81538106
1993,8393,Product Quality Controllers,4,97,20.22268454
1993,8394,Timber and Wood Process Workers,5,79.4,18.90302845
1993,8399,Other Factory Process Workers,5,81.8,14.53588833
1993,8413,Forestry and Logging Workers,4,81.8,6.975888655
1993,8414,Garden and Nursery Labourers,5,95,36.44487357
1993,8415,Livestock Farm Workers,5,61.8,34.27371216
1993,8419,"Other Farm, Forestry and Garden Workers",5,67.5,5.138881083
1993,8511,Fast Food Cooks,5,82.8,12.54648633
1993,8512,Food Trades Assistants,5,84.3,6.113700958
1993,8513,Kitchenhands,5,84.3,89.36989182
1993,8911,Freight and Furniture Handlers,5,76.7,10.4849322
1993,8912,Shelf Fillers,5,64,49.05367578
1993,8991,Caretakers,5,66,7.408073365
1993,8992,Deck and Fishing Hands,4,69.4,6.59834512
1993,8993,Handypersons,5,65.4,21.95104086
1993,8994,Motor Vehicle Parts and Accessories Fitters,4,66.6,8.36810132
1993,8995,Printing Assistants and Table Workers,4,80.4,8.633983908
1993,8996,Recycling and Rubbish Collectors,5,78,4.733670208
1993,8997,Vending Machine Attendants,5,89.2,3.908112863
1993,8999,Other Miscellaneous Labourers,5,75.1,31.70102914
1993,2243,Economists,1,43,2.347797968
1993,4232,Dental Assistants,4,60.1,10.88563663
1993,2526,Podiatrists,1,0.8,0.69978646
1994,1111,Chief Executives and Managing Directors,1,14,23.17473529
1994,1112,General Managers,1,14,20.35659155
1994,1211,Aquaculture Farmers,1,31.2,1.58853999
1994,1212,Crop Farmers,1,51,42.34663747
1994,1213,Livestock Farmers,1,37.4,83.03987996
1994,1214,Mixed Crop and Livestock Farmers,1,59,96.00989437
1994,1311,"Advertising, Public Relations and Sales Managers",1,1.5,54.44399469
1994,1321,Corporate Services Managers,1,38.9,1.498823725
1994,1322,Finance Managers,1,6.9,27.40078099
1994,1323,Human Resource Managers,1,11.3,15.92628536
1994,1324,Policy and Planning Managers,1,25,14.77754264
1994,1325,Research and Development Managers,1,1.7,3.93968732
1994,1331,Construction Managers,1,9.5,60.26062421
1994,1332,Engineering Managers,1,25,3.60891073
1994,1333,"Importers, Exporters and Wholesalers",1,23.9,13.86939081
1994,1334,Manufacturers,1,3,30.6308869
1994,1335,Production Managers,1,5.5,39.63790069
1994,1336,"Supply, Distribution and Procurement Managers",1,59,11.71673659
1994,1341,Child Care Centre Managers,1,1.5,5.20726085
1994,1342,Health and Welfare Services Managers,1,5,4.185410483
1994,1343,School Principals,1,0.7,11.10572795
1994,1344,Other Education Managers,1,0.7,5.089974128
1994,1351,ICT Managers,1,3.5,9.438200658
1994,1391,Commissioned Officers (Management),1,25,1.7465831
1994,1399,Other Specialist Managers,1,13.1,12.65193917
1994,1411,Cafe and Restaurant Managers,2,8.3,30.25513499
1994,1412,Caravan Park and Camping Ground Managers,2,25,3.595124393
1994,1413,Hotel and Motel Managers,2,0.4,22.19313196
1994,1414,Licensed Club Managers,2,25,5.38123905
1994,1419,Other Accommodation and Hospitality Managers,2,26.1,4.55393214
1994,1421,Retail Managers,2,16.1,228.5289009
1994,1491,"Amusement, Fitness and Sports Centre Managers",2,23.7,6.471514218
1994,1492,Call or Contact Centre and Customer Service Managers,2,49.9,12.71862713
1994,1493,Conference and Event Organisers,2,4.9,2.460225023
1994,1494,Transport Services Managers,2,59,15.76479221
1994,1499,"Other Hospitality, Retail and Service Managers",2,26.4,62.48658196
1994,2111,"Actors, Dancers and Other Entertainers",1,21.4,3.68119068
1994,2112,Music Professionals,1,5.2,6.459844155
1994,2113,Photographers,1,2.1,6.851293798
1994,2114,Visual Arts and Crafts Professionals,1,16.5,11.26638009
1994,2121,"Artistic Directors, and Media Producers and Presenters",1,10,6.414161768
1994,2122,"Authors, and Book and Script Editors",1,38.5,3.830828963
1994,2123,"Film, Television, Radio and Stage Directors",1,8.5,3.464264435
1994,2124,Journalists and Other Writers,1,17,17.60629234
1994,2211,Accountants,1,94.3,84.80184924
1994,2212,"Auditors, Company Secretaries and Corporate Treasurers",1,76.3,8.432568198
1994,2221,Financial Brokers,2,36,8.95122008
1994,2222,Financial Dealers,1,20.5,10.38936624
1994,2223,Financial Investment Advisers and Managers,1,43.8,13.6904345
1994,2231,Human Resource Professionals,1,24.8,27.93806602
1994,2232,ICT Trainers,1,1.4,4.402637445
1994,2233,Training and Development Professionals,1,1.4,12.65235879
1994,2241,"Actuaries, Mathematicians and Statisticians",1,11.9,3.403133138
1994,2242,"Archivists, Curators and Records Managers",1,56,1.61969461
1994,2243,Economists,1,43,3.40583165
1994,2244,Intelligence and Policy Analysts,1,23,5.528812118
1994,2245,Land Economists and Valuers,1,67.6,4.812313363
1994,2246,Librarians,1,59.5,14.70772119
1994,2247,Management and Organisation Analysts,1,10.9,17.52192486
1994,2249,Other Information and Organisation Professionals,1,35.2,4.421499568
1994,2251,Advertising and Marketing Professionals,1,58.2,17.22252894
1994,2252,ICT Sales Professionals,1,15.1,6.776932675
1994,2253,Public Relations Professionals,1,18,7.957855138
1994,2254,Technical Sales Representatives,1,21.7,16.86590013
1994,2311,Air Transport Professionals,1,25.5,7.980105815
1994,2312,Marine Transport Professionals,1,20,7.734167605
1994,2321,Architects and Landscape Architects,1,2.2,13.17007315
1994,2322,Surveyors and Spatial Scientists,1,48.7,6.565687928
1994,2323,"Fashion, Industrial and Jewellery Designers",1,3.1,3.247777435
1994,2324,"Graphic and Web Designers, and Illustrators",1,7.3,16.94384133
1994,2325,Interior Designers,1,15.1,3.218518188
1994,2326,Urban and Regional Planners,1,13,4.60673678
1994,2331,Chemical and Materials Engineers,1,1.8,2.787735635
1994,2332,Civil Engineering Professionals,1,1.9,26.99719036
1994,2333,Electrical Engineers,1,10,12.23254054
1994,2334,Electronics Engineers,1,12.9,4.90379379
1994,2335,"Industrial, Mechanical and Production Engineers",1,2.1,26.68134094
1994,2336,Mining Engineers,1,12,4.017459915
1994,2339,Other Engineering Professionals,1,2.2,5.474477255
1994,2341,Agricultural and Forestry Scientists,1,1.1,3.94094052
1994,2342,"Chemists, and Food and Wine Scientists",1,6.6,9.440371975
1994,2343,Environmental Scientists,1,8.6,8.171873705
1994,2344,"Geologists, Geophysicists and Hydrogeologists",1,53.2,7.4260614
1994,2345,Life Scientists,1,4.3,4.62756929
1994,2346,Medical Laboratory Scientists,1,59.8,9.257795835
1994,2347,Veterinarians,1,3.8,3.859083563
1994,2349,Other Natural and Physical Science Professionals,1,16.1,3.73027956
1994,2411,Early Childhood (Pre-primary School) Teachers,1,5.1,10.0434838
1994,2412,Primary School Teachers,1,5.7,115.5209924
1994,2414,Secondary School Teachers,1,0.8,111.05513
1994,2415,Special Education Teachers,1,1.1,6.388111753
1994,2422,Vocational Education Teachers,1,5.3,30.95085409
1994,2491,Education Advisers and Reviewers,1,0.4,8.438162118
1994,2492,Private Tutors and Teachers,1,11.9,26.78271103
1994,2511,Nutrition Professionals,1,0.4,1.61921366
1994,2512,Medical Imaging Professionals,1,30.2,5.053512288
1994,2513,Occupational and Environmental Health Professionals,1,12,6.333336253
1994,2514,Optometrists and Orthoptists,1,14,1.680361863
1994,2515,Pharmacists,1,1.2,10.25583715
1994,2519,Other Health Diagnostic and Promotion Professionals,1,41.9,2.413070858
1994,2521,Chiropractors and Osteopaths,1,0.8,2.276228965
1994,2522,Complementary Health Therapists,1,2.5,3.135071855
1994,2523,Dental Practitioners,1,0.5,10.29525011
1994,2524,Occupational Therapists,1,0.8,4.88807284
1994,2525,Physiotherapists,1,2.1,7.328852345
1994,2527,Audiologists and Speech Pathologists \ Therapists,1,0.6,2.482554715
1994,2611,ICT Business and Systems Analysts,1,0.7,11.12132819
1994,2613,Software and Applications Programmers,1,27.3,38.08129307
1994,2621,"Database and Systems Administrators, and ICT Security Specialists",1,3,14.44530059
1994,2631,Computer Network Professionals,1,3,10.30601492
1994,2633,Telecommunications Engineering Professionals,1,2.5,7.05930753
1994,2711,Barristers,1,3.5,2.50899006
1994,2712,Judicial and Other Legal Professionals,1,11.8,4.831742255
1994,2713,Solicitors,1,3.5,25.82329767
1994,2721,Counsellors,1,5.2,11.29871154
1994,2722,Ministers of Religion,1,1.3,16.62072359
1994,2723,Psychologists,1,0.5,7.286626293
1994,2724,Social Professionals,1,24.6,4.392405993
1994,2725,Social Workers,1,3.7,7.229543393
1994,2726,"Welfare, Recreation and Community Arts Workers",1,3.7,8.517099728
1994,3111,Agricultural Technicians,2,73.1,2.440035053
1994,3112,Medical Technicians,2,61.7,10.86825836
1994,3113,Primary Products Inspectors,2,33.7,2.331320865
1994,3114,Science Technicians,2,55,19.90490803
1994,3121,"Architectural, Building and Surveying Technicians",2,45.3,30.33702023
1994,3122,Civil Engineering Draftspersons and Technicians,2,63,9.337340253
1994,3123,Electrical Engineering Draftspersons and Technicians,2,77.3,6.142357055
1994,3124,Electronic Engineering Draftspersons and Technicians,2,82.8,15.98558394
1994,3125,Mechanical Engineering Draftspersons and Technicians,2,56.1,8.081629718
1994,3126,Safety Inspectors,2,21.1,2.949240778
1994,3129,Other Building and Engineering Technicians,2,43.5,6.457455955
1994,3131,ICT Support Technicians,2,31,23.96726661
1994,3132,Telecommunications Technical Specialists,2,73.2,6.30958939
1994,3211,Automotive Electricians,3,59.2,7.33298764
1994,3212,Motor Mechanics,3,65.1,95.71742631
1994,3221,"Metal Casting, Forging and Finishing Trades Workers",3,92.2,7.348972533
1994,3222,Sheetmetal Trades Workers,3,80.7,13.7203148
1994,3223,Structural Steel and Welding Trades Workers,3,83.2,59.24285244
1994,3231,Aircraft Maintenance Engineers,3,52.4,8.413275413
1994,3232,Metal Fitters and Machinists,3,64.4,97.85902436
1994,3233,Precision Metal Trades Workers,3,55.8,7.508998753
1994,3234,Toolmakers and Engineering Patternmakers,3,79,9.236406788
1994,3241,Panelbeaters,3,80.7,21.90235421
1994,3242,Vehicle Body Builders and Trimmers,3,68.2,5.128890475
1994,3243,Vehicle Painters,3,79.6,11.27150082
1994,3311,Bricklayers and Stonemasons,3,83.1,27.7033139
1994,3312,Carpenters and Joiners,3,72,93.51192451
1994,3321,Floor Finishers,3,80.6,6.330128945
1994,3322,Painting Trades Workers,3,75.2,38.1285776
1994,3331,Glaziers,3,73,6.440652478
1994,3332,Plasterers,3,77.5,21.01962006
1994,3333,Roof Tilers,3,90,7.02235573
1994,3334,Wall and Floor Tilers,3,80.6,12.42413165
1994,3341,Plumbers,3,40.3,49.47766767
1994,3411,Electricians,3,27.7,83.6712603
1994,3421,Airconditioning and Refrigeration Mechanics,3,56.3,11.99490727
1994,3422,Electrical Distribution Trades Workers,3,7.3,10.99666541
1994,3423,Electronics Trades Workers,3,47.9,20.57051397
1994,3424,Telecommunications Trades Workers,3,44.8,29.19838275
1994,3511,Bakers and Pastrycooks,3,89,19.6288979
1994,3512,Butchers and Smallgoods Makers,3,86.4,23.18238996
1994,3513,Chefs,2,52.2,28.53029975
1994,3514,Cooks,3,86.2,36.45890853
1994,3611,Animal Attendants and Trainers,3,73.9,10.79910308
1994,3612,Shearers,3,61.8,6.517578038
1994,3613,Veterinary Nurses,3,42.6,3.583127828
1994,3621,Florists,3,40,5.509075005
1994,3622,Gardeners,3,66,33.42740577
1994,3623,Greenkeepers,3,66,11.10661927
1994,3624,Nurserypersons,3,66,7.317073035
1994,3911,Hairdressers,3,15.8,41.54078561
1994,3921,Print Finishers and Screen Printers,3,90.1,8.186638185
1994,3922,Graphic Pre-press Trades Workers,3,74.8,12.27732347
1994,3923,Printers,3,83,19.26640749
1994,3931,Canvas and Leather Goods Makers,3,69.9,6.651888725
1994,3932,Clothing Trades Workers,3,80.9,13.5233605
1994,3933,Upholsterers,3,39,5.051547553
1994,3941,Cabinetmakers,3,91.3,23.1754757
1994,3942,Wood Machinists and Other Wood Trades Workers,3,90.7,12.31183439
1994,3991,Boat Builders and Shipwrights,3,76,5.262397825
1994,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",3,60.3,9.734480263
1994,3993,"Gallery, Library and Museum Technicians",2,90.7,0.926624975
1994,3994,Jewellers,3,95,4.418621685
1994,3995,Performing Arts Technicians,3,49.6,9.98330181
1994,3996,Signwriters,3,93.3,6.027068445
1994,3999,Other Miscellaneous Technicians and Trades Workers,3,46.6,5.358406423
1994,4111,Ambulance Officers and Paramedics,2,49.4,6.675841703
1994,4112,"Dental Hygienists, Technicians and Therapists",2,67,4.582289275
1994,4113,Diversional Therapists,3,9.1,1.693914638
1994,4114,Enrolled and Mothercraft Nurses,2,5.8,32.53264888
1994,4116,Massage Therapists,2,27.2,1.882266655
1994,4117,Welfare Support Workers,2,12.7,21.83250256
1994,4211,Child Carers,4,8.4,47.80773704
1994,4221,Education Aides,4,56,24.15239152
1994,4231,Aged and Disabled Carers,4,55,30.1754337
1994,4233,Nursing Support and Personal Care Workers,4,47.4,44.9651999
1994,4234,Special Care Workers,4,9.3,0.87693169
1994,4311,Bar Attendants and Baristas,4,77,51.33701115
1994,4312,Cafe Workers,5,92.9,14.25739469
1994,4313,Gaming Workers,4,76.9,4.954387595
1994,4314,Hotel Service Managers,3,94,5.450621948
1994,4315,Waiters,4,93.6,61.98018376
1994,4319,Other Hospitality Workers,5,66.2,3.02437093
1994,4412,Fire and Emergency Workers,3,19,11.55909158
1994,4413,Police,2,10.4,42.01698378
1994,4421,Prison Officers,4,54.6,7.248709865
1994,4422,Security Officers and Guards,5,83.1,31.00603155
1994,4511,Beauty Therapists,4,35.1,8.62396735
1994,4512,Driving Instructors,3,13,2.961078255
1994,4513,Funeral Workers,2,39,2.11685222
1994,4514,"Gallery, Museum and Tour Guides",4,61,4.96099579
1994,4515,Personal Care Consultants,4,35.1,1.712979813
1994,4516,Tourism and Travel Advisers,4,45.6,16.10462382
1994,4517,Travel Attendants,3,35.4,6.855697343
1994,4518,Other Personal Service Workers,4,51.8,3.616359468
1994,4521,Fitness Instructors,4,8.3,6.384672223
1994,4522,Outdoor Adventure Guides,4,8.3,0.378186153
1994,4523,"Sports Coaches, Instructors and Officials",3,8.9,11.80307221
1994,4524,Sportspersons,3,40.3,3.582497483
1994,5111,"Contract, Program and Project Administrators",2,34.7,10.4981335
1994,5121,Office Managers,2,1.4,70.11276925
1994,5122,Practice Managers,2,60.2,5.620388518
1994,5211,Personal Assistants,3,85.1,74.48149103
1994,5212,Secretaries,3,95.4,128.8833325
1994,5311,General Clerks,4,96,79.00505249
1994,5321,Keyboard Operators,4,95.1,125.6098794
1994,5411,Call or Contact Centre Workers,3,52.3,16.5859673
1994,5412,Information Officers,4,95.9,35.33025687
1994,5421,Receptionists,4,91.6,147.4933572
1994,5511,Accounting Clerks,4,97.2,117.4070593
1994,5512,Bookkeepers,4,97.7,99.4473697
1994,5513,Payroll Clerks,4,97,19.86119705
1994,5521,Bank Workers,4,97.8,102.0476069
1994,5522,Credit and Loans Officers,4,90.1,3.221095643
1994,5523,"Insurance, Money Market and Statistical Clerks",4,92.6,27.47121485
1994,5611,Betting Clerks,5,76.9,4.981244213
1994,5612,Couriers and Postal Deliverers,5,77.8,37.43702724
1994,5613,Filing and Registry Clerks,5,94.5,19.08290123
1994,5614,Mail Sorters,5,77.2,15.12809829
1994,5615,Survey Interviewers,5,94,7.58267209
1994,5616,Switchboard Operators,5,96.1,13.2490175
1994,5619,Other Clerical and Office Support Workers,5,96.7,19.49230229
1994,5911,Purchasing and Supply Logistics Clerks,4,75.3,83.11213752
1994,5912,Transport and Despatch Clerks,4,83.5,28.19361653
1994,5991,Conveyancers and Legal Executives,2,86.5,3.845534913
1994,5992,Court and Legal Clerks,3,87.5,5.909644335
1994,5993,Debt Collectors,4,95,8.716861855
1994,5994,Human Resource Clerks,4,90,9.326232698
1994,5995,Inspectors and Regulatory Officers,4,42.8,19.72181927
1994,5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",3,96.6,2.580956925
1994,5997,Library Assistants,4,96.3,17.93498402
1994,5999,Other Miscellaneous Clerical and Administrative Workers,4,67.3,9.912236325
1994,6111,"Auctioneers, and Stock and Station Agents",3,34.7,3.051564455
1994,6112,Insurance Agents,3,88.5,10.79633562
1994,6113,Sales Representatives,4,77.9,83.42549061
1994,6121,Real Estate Sales Agents,3,79.5,43.8735441
1994,6211,Sales Assistants (General),5,91.7,380.2822771
1994,6212,ICT Sales Assistants,5,92.3,11.86597004
1994,6213,Motor Vehicle and Vehicle Parts Salespersons,4,92.3,23.89739913
1994,6214,Pharmacy Sales Assistants,5,92.3,24.25935393
1994,6215,Retail Supervisors,4,28,18.34686931
1994,6216,Service Station Attendants,5,75.5,10.03624489
1994,6217,Street Vendors and Related Salespersons,5,94,13.00130522
1994,6219,Other Sales Assistants and Salespersons,5,96.2,6.971288403
1994,6311,Checkout Operators and Office Cashiers,5,96.9,79.25400693
1994,6391,Models and Sales Demonstrators,5,54.4,9.870537635
1994,6392,Retail and Wool Buyers,3,64.1,3.347356788
1994,6393,Telemarketers,5,99,9.517589498
1994,6394,Ticket Salespersons,5,93.2,16.10101759
1994,6395,Visual Merchandisers,4,28.4,1.859414168
1994,6399,Other Sales Support Workers,5,78.6,1.014676655
1994,7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",4,84.4,5.966957458
1994,7112,Industrial Spraypainters,4,79.6,7.9586554
1994,7113,Paper and Wood Processing Machine Operators,4,80.1,10.65435902
1994,7114,Photographic Developers and Printers,4,67.1,8.19850042
1994,7115,Plastics and Rubber Production Machine Operators,4,87.9,20.38981238
1994,7116,Sewing Machinists,4,89,40.92602732
1994,7117,Textile and Footwear Production Machine Operators,4,71.7,15.33153218
1994,7119,Other Machine Operators,4,75.2,10.130596
1994,7121,"Crane, Hoist and Lift Operators",4,72,10.17453608
1994,7122,"Drillers, Miners and Shot Firers",4,75,22.95107411
1994,7123,Engineering Production Workers,4,81.8,27.76762135
1994,7129,Other Stationary Plant Operators,4,61.7,21.79323802
1994,7211,"Agricultural, Forestry and Horticultural Plant Operators",4,79,7.272461103
1994,7212,Earthmoving Plant Operators,4,93.2,40.91806249
1994,7213,Forklift Drivers,4,91,35.48468628
1994,7219,Other Mobile Plant Operators,4,82.1,5.71017497
1994,7311,Automobile Drivers,4,78.7,26.93151394
1994,7312,Bus and Coach Drivers,4,82.3,24.26376694
1994,7313,Train and Tram Drivers,4,75.8,8.89203449
1994,7321,Delivery Drivers,4,78.7,33.00810992
1994,7331,Truck Drivers,4,78.4,136.4832727
1994,7411,Storepersons,4,76.4,60.12981077
1994,8111,Car Detailers,5,37,15.156173
1994,8112,Commercial Cleaners,5,65.5,153.0411323
1994,8113,Domestic Cleaners,5,69,26.78919378
1994,8114,Housekeepers,5,70.6,10.34750752
1994,8115,Laundry Workers,5,73.1,17.00162445
1994,8116,Other Cleaners,5,78.5,16.23315944
1994,8211,Building and Plumbing Labourers,5,85.8,33.30177171
1994,8212,Concreters,5,90,23.52184303
1994,8213,Fencers,4,85.6,7.369264665
1994,8214,Insulation and Home Improvement Installers,4,67.3,11.80157866
1994,8215,Paving and Surfacing Labourers,5,87.2,14.4913751
1994,8216,Railway Track Workers,4,87.2,6.27798246
1994,8217,Structural Steel Construction Workers,4,77.7,7.25774446
1994,8219,Other Construction and Mining Labourers,5,56.7,6.904443958
1994,8311,Food and Drink Factory Workers,5,74.2,26.57261034
1994,8312,"Meat Boners and Slicers, and Slaughterers",4,86.4,19.62729105
1994,8313,"Meat, Poultry and Seafood Process Workers",5,85.2,23.99846994
1994,8321,Packers,5,60.1,53.08780161
1994,8322,Product Assemblers,5,95.2,39.38500128
1994,8393,Product Quality Controllers,4,97,20.72208479
1994,8394,Timber and Wood Process Workers,5,79.4,18.99616606
1994,8399,Other Factory Process Workers,5,81.8,14.65249273
1994,8413,Forestry and Logging Workers,4,81.8,6.948851203
1994,8414,Garden and Nursery Labourers,5,95,35.73674547
1994,8415,Livestock Farm Workers,5,61.8,36.26943061
1994,8419,"Other Farm, Forestry and Garden Workers",5,67.5,5.605606613
1994,8511,Fast Food Cooks,5,82.8,14.06402495
1994,8512,Food Trades Assistants,5,84.3,6.170555035
